Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Customer Status
2725-KXXWT,Male,26,Yes,0,0,1,Yes,23.06,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,Churned
2725-TTRIQ,Female,45,Yes,3,10,72,Yes,37.84,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,Stayed
2729-VNVAP,Female,35,Yes,1,0,33,Yes,12.51,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.8,641.35,Stayed
2731-GJRDG,Female,55,No,0,0,32,Yes,4.61,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.55,3608,Stayed
2732-ISEZX,Female,44,No,0,0,5,Yes,24.61,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Credit Card,20.5,104.3,Stayed
2737-WFVYW,Female,28,No,0,0,2,No,0,PhoneServiceUserOnly,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,85.5,Churned
2737-YNGYW,Female,29,No,0,0,2,Yes,33.89,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,Churned
2739-CACDQ,Female,79,No,0,0,17,Yes,1.06,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.65,1470.05,Stayed
2739-CCZMB,Male,39,No,1,0,5,Yes,8.01,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,20.35,122,Stayed
2740-JFBOK,Male,35,No,0,0,10,Yes,3.01,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Bank Withdrawal,24,226.55,Stayed
2740-TVLFN,Male,42,No,0,0,1,Yes,39.87,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,Joined
2746-DIJLO,Female,40,No,0,0,41,Yes,36.47,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,56.3,2364,Stayed
2748-MYRVK,Female,22,No,0,0,63,Yes,8.38,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137,Churned
2749-CTKAJ,Male,37,Yes,0,3,22,Yes,48.06,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,20.15,419.9,Stayed
2750-BJLSB,Female,32,No,0,0,47,Yes,2.45,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.7,4730.6,Stayed
2753-JMMCV,Male,41,No,0,0,65,Yes,22.23,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,Stayed
2754-SDJRD,Female,74,No,0,0,8,Yes,39.86,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-8,908.55,Stayed
2754-VDLTR,Male,54,No,0,0,10,Yes,35.63,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,930.4,Churned
2754-XBHTB,Female,40,No,0,0,9,Yes,22.88,No,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.65,714.15,Churned
2758-RNWXS,Male,60,No,0,0,35,Yes,49.61,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.2,3251.3,Stayed
2761-OCIAX,Male,74,No,0,0,2,Yes,6.51,No,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,Churned
2761-XECQW,Male,67,Yes,0,1,8,No,0,PhoneServiceUserOnly,Cable,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,Stayed
2770-NSVDG,Male,25,Yes,0,4,24,No,0,PhoneServiceUserOnly,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.1,688,Stayed
2773-MADBQ,Female,46,No,0,0,36,No,0,PhoneServiceUserOnly,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,Stayed
2773-OVBPK,Male,60,Yes,0,1,67,Yes,21.71,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,Stayed
2774-LVQUS,Female,65,Yes,0,2,15,Yes,44.13,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,Churned
2775-SEFEE,Male,56,No,1,0,10,Yes,29.95,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.9,619,Stayed
2777-PHDEI,Female,20,No,0,0,1,Yes,29.41,No,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,78.05,78.05,Churned
2778-OCLGR,Male,75,Yes,0,1,24,No,0,PhoneServiceUserOnly,DSL,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,39.1,971.3,Churned
2782-JEEBU,Male,39,No,0,0,21,No,0,PhoneServiceUserOnly,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36,780.15,Stayed
2782-LFZVW,Female,52,No,0,0,11,Yes,24.57,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,Stayed
2786-GCDPI,Female,75,No,0,0,50,Yes,17.65,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,5222.35,Stayed
2788-CJQAQ,Male,39,No,0,0,13,Yes,22.31,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Mailed Check,19.45,270.2,Stayed
2789-CZANW,Female,49,Yes,1,7,64,Yes,21.16,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3,6997.3,Stayed
2789-HQBOU,Male,60,No,0,0,3,Yes,49.63,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,Joined
2790-XUYMV,Male,19,No,1,0,71,Yes,31.89,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,85.45,6028.95,Stayed
2791-SFVEW,Female,63,No,0,0,9,Yes,34.79,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Bank Withdrawal,20.15,238.15,Stayed
2792-LSHWX,Female,49,No,0,0,1,Yes,43.06,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.4,83.4,Joined
2792-VPPET,Male,28,No,0,0,3,Yes,37.01,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Bank Withdrawal,20.5,76.95,Joined
2794-XIMMO,Male,61,Yes,0,1,53,No,0,PhoneServiceUserOnly,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,60.45,3184.25,Churned
2796-NNUFI,Female,56,Yes,0,1,46,Yes,30.47,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,19.95,927.1,Stayed
2796-UUZZO,Male,30,Yes,2,9,63,Yes,18.88,No,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.3,4896.35,Stayed
2798-NYLMZ,Male,29,Yes,0,10,71,Yes,31.97,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.55,7616,Stayed
2799-ARNLO,Female,67,Yes,0,0,5,Yes,9.56,No,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,69.35,341.6,Stayed
2799-TSLAG,Female,25,Yes,3,9,65,Yes,34.03,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Bank Withdrawal,25.3,1748.55,Stayed
2800-QQUSO,Male,48,No,0,0,42,Yes,25.69,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.3,4222.95,Stayed
2800-VEQXM,Female,48,No,0,0,3,Yes,12.5,No,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.1,Joined
2801-NISEI,Male,28,No,0,0,24,Yes,30.07,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.95,1348.5,Stayed
2804-ETQDK,Male,57,No,2,0,66,Yes,20.63,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,20.55,1357.1,Stayed
2805-AUFQN,Female,42,No,0,0,25,Yes,13.93,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.8,475.2,Stayed
2805-EDJPQ,Female,45,Yes,0,9,56,Yes,20.53,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,5608.4,Stayed
2806-MLNTI,Male,79,Yes,0,4,52,Yes,29.15,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.1,5376.4,Stayed
2808-CHTDM,Female,47,Yes,2,4,23,Yes,35.86,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Mailed Check,25.1,611.45,Stayed
2809-ILCYT,Female,56,Yes,0,10,25,Yes,3.6,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Credit Card,26.8,733.55,Stayed
2809-ZMYOQ,Female,33,No,0,0,32,Yes,41.53,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,3334.9,Stayed
2810-FTLEM,Female,21,No,0,0,16,Yes,14.26,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,762.25,Churned
2811-POVEX,Female,74,Yes,3,4,23,Yes,2.03,No,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,88.45,2130.55,Stayed
2812-ENYMO,Male,22,No,0,0,26,No,0,PhoneServiceUserOnly,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.55,1362.85,Stayed
2812-REYAT,Female,56,Yes,0,3,49,Yes,22.1,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Bank Withdrawal,20.05,923.1,Stayed
2812-SFXMJ,Male,46,No,3,0,1,Yes,7.66,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,20.05,20.05,Joined
2815-CPTUL,Male,68,No,0,0,5,Yes,2.27,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,Churned
2817-LVCPP,Female,36,No,0,0,50,Yes,12.62,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.4,1023.95,Stayed
2817-NTQDO,Male,52,No,0,0,13,No,0,PhoneServiceUserOnly,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,45.55,597,Churned
2819-GWENI,Female,64,Yes,1,9,28,Yes,21.91,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,19.9,543,Stayed
2821-WARNZ,Female,25,No,1,0,49,Yes,45.64,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,19.45,921.3,Stayed
2823-LKABH,Female,51,No,0,0,18,Yes,7.42,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1679.4,Stayed
2824-DXNKN,Female,26,Yes,1,8,72,Yes,38.99,Yes,Cable,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,Stayed
2824-MYYBN,Female,43,Yes,2,0,37,Yes,1.6,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3314.15,Stayed
2826-DXLQO,Male,80,Yes,0,10,7,No,0,PhoneServiceUserOnly,DSL,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.8,220.45,Stayed
2826-UWHIS,Male,64,Yes,0,4,45,Yes,1.59,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.4,3775.85,Stayed
2828-SLQPF,Male,53,No,0,0,19,Yes,29.52,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45,865.85,Stayed
2829-HYVZP,Male,42,No,0,0,29,Yes,46.12,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Credit Card,19.8,572.2,Stayed
2830-LEWOA,Male,37,Yes,1,3,61,Yes,43.08,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,Stayed
2831-EBWRN,Male,46,No,0,0,4,Yes,33.93,No,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-8,199.75,Stayed
2832-KJCRD,Female,22,No,0,0,38,Yes,23.95,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.65,3988.5,Stayed
2832-SCUCO,Female,52,No,0,0,2,Yes,26.9,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Bank Withdrawal,19.9,57.4,Joined
2833-SLKDQ,Male,23,No,0,0,1,Yes,48.03,No,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,Churned
2834-JKOOW,Female,60,No,0,0,15,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,45.9,693.45,Stayed
2834-JRTUA,Male,30,No,0,0,71,Yes,49.42,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,Churned
2834-SPCJV,Male,40,Yes,0,1,52,Yes,38.37,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.1,4348.65,Churned
2839-RFSQE,Female,60,No,0,0,2,Yes,24.71,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Mailed Check,20.65,38.7,Churned
2840-XANRC,Male,77,Yes,0,1,24,Yes,16.1,No,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.15,2231.05,Churned
2842-BCQGE,Male,39,No,0,0,43,Yes,19.66,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,Stayed
2842-JTCCU,Male,27,No,0,0,2,Yes,29.69,No,Cable,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,Churned
2843-CQMEG,Male,21,No,0,0,24,Yes,3.72,No,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.7,1218.25,Stayed
2845-AFFTX,Male,78,Yes,0,0,41,Yes,22.56,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,Churned
2845-HSJCY,Female,49,Yes,0,1,14,Yes,29.18,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,1258.6,Churned
2845-KDHVX,Female,57,Yes,0,9,64,Yes,23.29,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,68.3,4378.8,Stayed
2848-YXSMW,Male,38,Yes,0,1,72,Yes,49.5,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.4,1363.25,Stayed
2851-MMUTZ,Female,29,No,0,0,27,Yes,1.31,No,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,Stayed
2851-STERV,Male,79,No,0,0,35,Yes,3.04,No,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,73,2471.25,Stayed
2853-CWQFQ,Male,20,No,1,0,1,Yes,41.39,No,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.55,59.55,Joined
2856-HYAPG,Female,62,No,0,0,1,Yes,12.4,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,Churned
2856-NNASM,Male,74,No,0,0,43,Yes,39.12,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.55,3856.75,Churned
2858-EIMXH,Female,69,Yes,0,1,53,Yes,30.09,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,95.85,5016.25,Stayed
2858-MOFSQ,Female,50,No,0,0,17,Yes,24.31,Yes,DSL,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,55.85,937.5,Churned
2860-RANUS,Female,67,No,0,0,20,Yes,29.29,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,Churned
2862-JVEOY,Male,33,No,0,0,6,Yes,10.54,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,19.15,124.4,Stayed
2862-PFNIK,Male,47,No,3,0,1,No,0,PhoneServiceUserOnly,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,Joined
2863-IMQDR,Female,52,No,0,0,61,Yes,23.45,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,5308.7,Stayed
2865-TCHJW,Female,74,No,0,0,4,Yes,48.35,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,346.2,Churned
2866-IKBTM,Female,57,No,0,0,1,Yes,40.63,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,19.55,19.55,Joined
2867-UIMSS,Male,24,No,0,0,1,Yes,35.77,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.5,80.5,Churned
2868-LLSKM,Female,50,Yes,2,1,68,Yes,15.94,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.65,5733.4,Stayed
2868-MZAGQ,Male,49,No,0,0,1,Yes,19.98,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,Churned
2868-SNELZ,Female,54,No,0,0,2,Yes,5.32,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.6,155.8,Churned
2869-ADAWR,Female,41,No,0,0,45,Yes,14.12,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.3,4016.85,Churned
2873-ZLIWT,Female,64,Yes,0,1,40,Yes,2.03,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,3303.05,Churned
2874-YXVVA,Female,38,No,0,0,34,Yes,2.82,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.1,3634.8,Stayed
2876-GZYZC,Female,49,No,0,0,13,Yes,29.21,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,1215.65,Stayed
2876-VBBBL,Female,64,No,0,0,1,Yes,10.71,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Credit Card,20.25,20.25,Churned
2877-VDUER,Female,36,Yes,1,6,35,No,0,PhoneServiceUserOnly,DSL,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,40.9,1383.6,Stayed
2878-DHMIN,Male,63,Yes,2,7,35,Yes,24.23,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Bank Withdrawal,19.9,666,Stayed
2878-RMWXY,Male,75,Yes,0,5,72,Yes,28.5,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,7550.3,Stayed
2880-FPNAE,Male,69,Yes,0,1,2,Yes,7.29,No,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.2,140.1,Joined
2882-DDZPG,Female,27,No,0,0,12,Yes,35.81,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Bank Withdrawal,19.45,227.45,Stayed
2882-WDTBA,Male,64,Yes,0,4,69,Yes,44.33,No,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,Stayed
2883-ILGWO,Male,68,No,0,0,57,Yes,32.12,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,104.9,5913.95,Stayed
2884-GBPFB,Female,61,Yes,0,4,35,Yes,10.43,No,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,Churned
